ID,Title,URL,Src,Type,Style,Color,Size
,Coconut Tree Chest Pocket Short Sleeve Resort Shirt,https://www.hawalili.com/products/men-summer-plants-vacation-buttons-short-sleeve-loose-regular-h-line-regular-aloha-shirts-15060457?variant=3531112,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02/09/4bff9fb2f7c467db70d5eae72ab5da35.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02/10/2f8299fbbafa131da1ff7af729afc60d.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02/10/72743d0cac740e15417ebd429bb678f1.jpg,,,White,"M,L,XL,XXL,3XL,4XL"
,Surfing Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/men-summer-vacation-sea-polyester-micro-elasticity-household-loose-short-sleeve-regular-shirts-14678828?variant=3373576,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-08/O1CN01srNPCH1XlYjmOTGCG_-2200729362964-0-cib-1670467779795.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-08/O1CN01YJxzWZ1XlYjoWMMyl_-2200729362964-0-cib-1670467779117.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-08/O1CN01YvGwaf1XlYjvXcwRm_-2200729362964-0-cib-1670467779124.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-08/O1CN010IXtHl1XlYjnkTsnV_-2200729362964-0-cib-1670467779687.jpg,,,Blue,"M,L,XL,XXL,3XL,4XL"
,Men's Printed Shirt Collar Graffiti Shirt,https://www.hawalili.com/products/men-s-printed-shirt-collar-graffiti-shirts?variant=971451,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2020-12-30/3630d120b19b9f8b3094a35add783db5.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2020-12-30/b55404140d9acbb3851015811450850d.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2020-12-30/05ca763408e1ad6f39c1ec84401e6c0d.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2020-12-30/64ed2c053a5db06bbf1499a0b996140c.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2020-12-30/e7e46f1b9cc6b24b76a2a37e23d8c2c4.jpg,,,Green,"M,L,XL,XXL,3XL"
,Men's Casual Short Sleeve Hawaiian Shirt with Chest Pocket,https://www.hawalili.com/products/geometric-casual-summer-polyester-micro-elasticity-regular-fit-regular-h-line-shirt-collar-shirts-for-men-14235075?variant=3127152,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-08-24/O1CN01XP1S7D1XlYiSiWZ0p_-2200729362964-0-cib-1661322300487.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-08-24/O1CN01JhzA4A1XlYiJQRYSa_-2200729362964-0-cib-1661322300318.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-08-24/O1CN015D95KZ1XlYiOkOIg7_-2200729362964-0-cib-1661322300812.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Men's Geometric Casual Short Sleeve Hawaiian Shirt with Chest Pocket,https://www.hawalili.com/products/men-geometric-casual-summer-polyester-lightweight-buttons-short-sleeve-regular-h-line-shirts-14155354?variant=3086804,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-08-15/O1CN01K4B0aB1aQtgqwFvJm_-4134413325-0-cib-1660534164950.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-08-15/O1CN01PzbUON1aQth2jtvaC_-4134413325-0-cib-1660534164972.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-08-15/O1CN01sCkNqG1aQtgqwH40F_-4134413325-0-cib-1660534164234.jpg,,,Yellow,"M,L,XL,XXL,3XL,4XL"
,Coconut Tree Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/casual-summer-coconut-tree-polyester-lightweight-micro-elasticity-short-sleeve-regular-h-line-aloha-shirts-for-men-15210843?variant=3612287,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-09/O1CN01t9BPH31aQtjhwvuzh_-4134413325-0-cib-1678333643625.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-09/O1CN01mufjGv1aQtjk2aGAD_-4134413325-0-cib-1678333643920.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-09/O1CN01SbjN371aQtjndfVIG_-4134413325-0-cib-1678333643459.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-09/O1CN01oXaOJl1aQtjo38mBU_-4134413325-0-cib-1678333643676.jpg,,,Blue,"M,L,XL,XXL,3XL,4XL"
,Mens Halloween Print Casual Short Sleeve Shirt with Chest Pocket,https://www.hawalili.com/products/men-casual-summer-halloween-polyester-micro-elasticity-party-short-sleeve-regular-shirt-collar-shirts-14012726?variant=3006446,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-28/O1CN01ExAgxV1aQtgOqt879_-4134413325-0-cib-1656396434219.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-28/O1CN01jy0UWP1aQtgQBIvzY_-4134413325-0-cib-1656396434745.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-28/O1CN01TqbkHu1aQtgK76cEh_-4134413325-0-cib-1656396434612.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/95fcdabce069c1301bf3177d9414ee34.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/e4eb924c26a320b35db671eb7ed2f3dd.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/0c3fac5fbcd7b4d07c61269e6af4fda8.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/d5011cf1b105e0a540b88fda949bfe6e.jpg,,,Purple,"M,L,XL,XXL,3XL,4XL"
,Coconut Tree Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/summer-coconut-tree-hawaii-micro-elasticity-daily-loose-short-sleeve-h-line-shirt-collar-aloha-shirts-for-men-15286422?variant=3672944,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-29/O1CN01ocabt01aQtkEwNOIE_-4134413325-0-cib-1680069463182.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-29/O1CN01U1yvvk1aQtkG12O55_-4134413325-0-cib-1680069463968.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-29/O1CN01rSGypr1aQtkHiHJw8_-4134413325-0-cib-1680069463857.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-29/O1CN01SS0is61aQtkEwNBrl_-4134413325-0-cib-1680069463717.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Easter The Crucifix Chest Pocket Short Sleeve Bowling Shirt,https://www.hawalili.com/products/men-geometric-casual-summer-polyester-lightweight-micro-elasticity-vacation-loose-short-sleeve-bowling-shirts-15059894?variant=3529385,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-08/O1CN01JR5DB51aQtjKDfbg6_-4134413325-0-cib-1675844408177.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-08/O1CN01zPaJkc1aQtjH8FArD_-4134413325-0-cib-1675844408107.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-08/O1CN01GDZeZW1aQtjDOy3ma_-4134413325-0-cib-1675844408802.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-08/O1CN01xjEgSp1aQtjHXOAjY_-4134413325-0-cib-1675844408225.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Geometric Button Short Sleeve Polo Shirt,https://www.hawalili.com/products/men-geometric-casual-summer-polyester-printing-lightweight-micro-elasticity-regular-fit-h-line-casual-polo-15144028?variant=3574668,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-04/O1CN01FO2EqC1XlYkwmvjBk_-2200729362964-0-cib-1677911409515.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-04/O1CN0141o2f61XlYl1xpYul_-2200729362964-0-cib-1677911409145.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-04/O1CN01nEM9Kd1XlYkyIv0BP_-2200729362964-0-cib-1677911409630.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Ombre Abstract Geometric Button Short Sleeve Golf Polo Shirt,https://www.hawalili.com/products/casual-abstract-graphic-summer-polyester-printing-micro-elasticity-regular-fit-short-sleeve-h-line-golf-polo-for-men-14959395?variant=3495563,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-01-05/O1CN01NBl9uB1XlYkDrVtFv_-2200729362964-0-cib-1672886155118.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-01-05/O1CN01H3U4RL1XlYkBo6qC4_-2200729362964-0-cib-1672886155636.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-01-05/O1CN01dDGKGq1XlYkKLFuTF_-2200729362964-0-cib-1672886155138.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-01-05/O1CN01fFqPLZ1XlYkBo5dPX_-2200729362964-0-cib-1672886155393.jpg,,,Light Gray,"M,L,XL,XXL,3XL,4XL"
,Men's Geometric Print Casual Short Sleeve Hawaiian Shirt with Chest Pocket,https://www.hawalili.com/products/men-s-geometric-print-casual-short-sleeve-hawaiian-shirt-with-chest-pocket-13629521?variant=2853705,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-02/O1CN019QHFsT1aQtg4e0xvO_-4134413325-0-cib-1654167804646.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-02/O1CN01z2TmtK1aQtg4dzM8s_-4134413325-0-cib-1654167804723.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-02/O1CN01jyk2fz1aQtfuJk7NZ_-4134413325-0-cib-1654167804725.jpg,,,Green,"M,L,XL,XXL,3XL,4XL"
,Holiday Style Hawaiian Series Plant Leaves And Fruit Elements Lapel Short-Sleeved Shirt Print Top,https://www.hawalili.com/products/holiday-style-hawaiian-series-plant-leaves-and-fruit-elements-lapel-short-sleeved-shirt-print-top-13432583?variant=2648357,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2021-12-24/97b4a4f67bae4cf7ac9e2354d5cc83e5.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2021-12-24/822e95b5f0db48486358f42270e078a0.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2021-12-24/80f261d57d33109e0bdedd0a9dcbadfb.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/shooting-prod/images/22992d458677b5bec98ef50c24ac7199.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/shooting-prod/images/a17218c9f05636ab72394e225e59b923.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/shooting-prod/images/4475e38b5191a3083265b8f3cb83e97f.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/shooting-prod/images/73fc068577ea604263f9436592e394f6.jpg,,,Green,"M,L,XL,XXL,3XL,4XL"
,Hippie Mushroom Chest Pocket Short Sleeve Casual Shirt,https://www.hawalili.com/products/casual-abstract-summer-lightweight-micro-elasticity-daily-loose-short-sleeve-regular-aloha-shirts-for-men-15255344?variant=3653592,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-30/O1CN019VPo3Z1aQtkElaSAh_-4134413325-0-cib-1680154608666.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-30/O1CN017IJCyJ1aQtk2wT5d9_-4134413325-0-cib-1680154608174.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-30/O1CN01fQSrtb1aQtk8vq2cL_-4134413325-0-cib-1680154608420.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-30/O1CN01Y8ta621aQtkBkhNSx_-4134413325-0-cib-1680154608848.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Mens Halloween Print Anti-Wrinkle Moisture Wicking Short Sleeve Shirt Hawaiian Lapel Top,https://www.hawalili.com/products/men-s-halloween-print-anti-wrinkle-moisture-wicking-fabric-fashion-hawaiian-lapel-short-sleeve-shirts-13934706?variant=2979263,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-28/1a1ffb9ccdd47f90295df08aaac31c3f.png https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-28/0e8281df549a1fdc381029e053051bed.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-06-28/60f10e60d1b960c7c05628f7294a3752.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/2c73338ef799be0565bcbfcbbb5f6a85.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/f377134289d34760ed2eed0a74afa6df.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/2339f6e49af38d2e85e5426e8823650b.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/15137efbc531fea95713ef3a86792161.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Hippie Santa Short Sleeve Aloha Shirt,https://www.hawalili.com/products/men-christmas-snowman-casual-summer-vacation-regular-fit-buttons-short-sleeve-regular-h-line-shirts-14530138?variant=3311421,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-11-09/36e4c5a823143439d061afc4f50f72a7.png https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-11-09/40480702f94943f66664118d6ea66d9f.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-11-09/4d658572ab0812cebe1a83621141f8a4.png,,,Multicolor,"M,L,XL,XXL,3XL,4XL"
,Striped Chest Pocket Short Sleeve Bowling Shirt,https://www.hawalili.com/products/striped-casual-summer-polyester-lightweight-micro-elasticity-loose-regular-shirt-collar-bowling-shirts-for-men-15228410?variant=3629006,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-16/O1CN0174xgPt1aQtjuj3CqB_-4134413325-0-cib-1678933944283.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-16/O1CN01J4IQ8s1aQtjsefgcB_-4134413325-0-cib-1678933944983.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-16/O1CN012y7ENj1aQtk2p0jTq_-4134413325-0-cib-1678933944714.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-16/O1CN01Qr7R7I1aQtjwdXCRA_-4134413325-0-cib-1678933944200.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Plant Dog Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/animal-summer-vacation-polyester-lightweight-loose-short-sleeve-regular-shirt-collar-shirts-for-men-14844623?variant=3451997,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-07/6afd2bc5cc274af36e79a8f13df2579b.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/prod/images/2023-02-13/daa2707e36045967ad802d024b83a618.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-07/9727b471591bf4ccb6c390157ecf4fdd.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-07/aa1db4fc09743fcb1ad745bcb6070464.png,,,Blue,"M,L,XL,XXL,3XL,4XL"
,Gradient Abstract Geometric Chest Pocket Short Sleeves Casual Shirt,https://www.hawalili.com/products/men-casual-abstract-graphic-summer-polyester-household-loose-short-sleeve-h-line-shirt-collar-shirts-14861922?variant=3464651,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-21/O1CN019lF8UX1aQtinoepNi_-4134413325-0-cib-1671601939305.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-21/O1CN01iucPCP1aQtit319W4_-4134413325-0-cib-1671601939521.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-21/O1CN01xdmqMQ1aQtiooK8Ou_-4134413325-0-cib-1671601939197.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-21/O1CN01uwkRer1aQtirFKhjH_-4134413325-0-cib-1671601939230.jpg,,,Blue,"M,L,XL,XXL,3XL,4XL"
,Mens Sea Turtles Print Casual Breathable Short Sleeve Hawaiian Shirts,https://www.hawalili.com/products/mens-sea-turtles-print-casual-breathable-short-sleeve-hawaiian-shirts-12946105?variant=1525105,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2021-11-26/ca133c3d0e4a2f0e8d170a78b00d2f95.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2021-11-26/86d7288451a53e696debf29124711b38.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2021-11-26/fed3c73ec49da9c27a66bf9cee49bca9.png,,,Blue,"M,L,XL,XXL,3XL,4XL"
,Abstract Art Chest Pocket Short Sleeve Casual Shirt,https://www.hawalili.com/products/men-casual-abstract-summer-lightweight-micro-elasticity-commuting-regular-fit-regular-shirt-collar-shirts-14434783?variant=3227806,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-10-18/O1CN01pr5UM41aQtho4m7c9_-4134413325-0-cib-1666091755116.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-10-18/O1CN01kHbdGp1aQthhTKde3_-4134413325-0-cib-1666091755166.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-10-18/O1CN01zLF9WE1aQthfHGf0Y_-4134413325-0-cib-1666091755986.jpg,,,Green,"M,L,XL,XXL,3XL,4XL"
,Palm Tree Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/men-summer-coconut-tree-vacation-lightweight-micro-elasticity-loose-buttons-regular-shirt-collar-aloha-shirts-15228564?variant=3629721,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-18/O1CN01WiC2191aQtjxEHaya_-4134413325-0-cib-1679107511234.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-18/O1CN01WrzRNY1aQtjt1eTEh_-4134413325-0-cib-1679107511159.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-18/O1CN01Un1eZv1aQtk1bzRi3_-4134413325-0-cib-1679107511695.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-03-18/O1CN019QfVBn1aQtk4OWz3D_-4134413325-0-cib-1679107511472.jpg,,,Pink,"M,L,XL,XXL,3XL,4XL"
,Flamingo Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/flamingo-summer-vacation-lightweight-commuting-loose-short-sleeve-regular-h-line-aloha-shirts-for-men-15107613?variant=3549445,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-15/O1CN01ggngVD1aQtjMHHF0l_-4134413325-0-cib-1676454278129.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-15/O1CN0159ggHK1aQtjHpFWhK_-4134413325-0-cib-1676454278703.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-15/O1CN01ND3skY1aQtjMfVmIv_-4134413325-0-cib-1676454278975.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2023-02-15/O1CN018FUnit1aQtjKnJ2bh_-4134413325-0-cib-1676454278825.jpg,,,Purplish blue,"M,L,XL,XXL,3XL,4XL"
,Men's Ocean Print Casual Fabric Fashion Hawaiian Lapel Short Sleeve Shirt,https://www.hawalili.com/products/men-s-ocean-print-casual-fabric-fashion-hawaiian-lapel-short-sleeve-shirt-13614627?variant=2841151,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-05-18/O1CN01LMabSx1XlYhCDTy9V_-2200729362964-0-cib-1652865744395.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-05-18/O1CN01LIuHRc1XlYhASn51d_-2200729362964-0-cib-1652865744522.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-05-18/O1CN01XRoGMR1XlYh8bbyvw_-2200729362964-0-cib-1652865744748.jpg,,,Green,"M,L,XL,XXL,3XL,4XL"
,Gradient Black Gold Plant Leaves Chest Pocket Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/men-leaf-summer-hawaii-polyester-printing-loose-buttons-regular-h-line-shirts-14907785?variant=3482255,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-29/O1CN01BxY8XS1aQtitMfUka_-4134413325-0-cib-1672281305673.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-29/O1CN01vQZTxv1aQtinu1fGz_-4134413325-0-cib-1672281305325.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-29/O1CN01hIAsxP1aQtixnYqt7_-4134413325-0-cib-1672281305844.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-12-29/O1CN01zx0SFr1aQtinAKWf9_-4134413325-0-cib-1672281305347.jpg,,,Black,"M,L,XL,XXL,3XL,4XL"
,Mens Easter Jesus Crucifix Print Casual Breathable Short Sleeve Hawaiian Shirt,https://www.hawalili.com/products/mens-easter-jesus-crucifix-print-casual-breathable-short-sleeve-hawaiian-shirts-13233772?variant=1111292,https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-02-07/62057cf789b9b50beb9ead3b1fc60580.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-02-07/08ca3b1b986dd8d2e8fa8e6bd717c924.jpg https://www.hawalili.com/image_cache/resize/670x890/image/catalog/product/2022-02-07/904dffb99e12fc8adad48ebe3a4926b2.jpg,,,Blue,"S,M,L,XL,XXL,3XL,4XL,5XL"
